z
215.0122146366046
215.02223508542994
216.01723554495914
215.7150395925343
215.0122146366046
215.01993606206182
215.71022074421919
215.7150395925343
215.0073829577023
215.01735577327136
215.71022074421919
215.7150395925343
215.00965380141352
215.02223508542994
215.43894109447683
215.7150395925343
