y
199.8153298964736
199.21812730677397
199.18631671265626
198.89429948568826
199.8153298964736
199.31624635480316
199.29359310590652
198.45724583741892
199.70491850429318
199.31624635480316
199.05730671391973
198.58961854028743
199.69622343859243
199.31624635480316
199.44281137553696
198.97217606732804
