z
199.4948363432274
199.0602209341352
200.81657385537693
200.60250664139812
199.4948363432274
199.4314797469234
200.62442899296246
200.98557764336348
199.4948363432274
199.4314797469234
200.585972758814
201.02898262572808
199.4582287459862
199.4314797469234
200.70850176831578
200.93180069538707
